Substance_id	Substance_Name	Allergic_Patients	Medicines_Containing
7773	Valsartan, Amlodipine Besilate, Hydrochlorothiazide Ep	0	3
8020	Metoprolol Tartrate, Hydrochlorothiazide	0	3
8267	Naphazoline Hydrochloride, Pheniramine Maleate	0	1
8514	Tetanus Toxoid, N. Meningitidis Group C Polysaccharide, N. Meningitidis Group Y Polysaccharide, Neisseria Meningitidis Group A Polysaccharide, Neisseria Meningitidis Group W135 Polysaccharide	0	1
8761	Citronellae Aetheroleum 10 %	0	1
9008	Acetylcysteine, Taurine, Glycine, N-Acetyltyrosine, Ornithine L-Form Aspartate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, Glutamic Acid Lysine Salt Dihydrate, L-As	0	1
9255	Chimaphila Umbellata Dil. D 2, Acidum Arsenicosum Dil. D6, Conium Maculatum Dil. D 4, Natrium Tetrachloroauratum Dil. D 10, Scrophularia Nodosa Dil. D 1, Barium Iodatum Dil. D12	0	1
9502	Potassium Hydroxide, Lactic Acid	0	1
9749	Chondrodendron Ø, Populus Tremuloides Dil. D2, Serenoa Repens Ø	0	1
9996	Apis Mellifica Dil. D4, Acidum Benzoicum E Resina Dil. D4, Capsella Bursa-Pastoris Spag. Peka Ø, Solidago Virgaurea Mother Tincture, Acidum Nitricum Dil. D4, Berberis Vulgaris Spag. Peka Dil. D3, Dactylopius Coccus Spag. Peka Ø, Colchicum Autumnale Dil. D	0	1
10243	Mercurius Bijodatus Dil. D8, Serenoa Repens Ø, Cantharis Dil. D4, Echinacea Purpurea Mother Tincture	0	1
10490	Menthol, Peppermint Oil, Camphor, Eucalyptus Oil, Pine Oil, Cineole	0	1
10737	Sodium Dihydrogen Phosphate Dihydrate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Sodium Lactate (As 50% Solution)	0	2
10984	Tenofovir	0	1
11231	Triamcinolone Acetonide, Propylene Glycol	0	1
11478	Varicella Virus Oka/Merck Strain (Live, Attenuated)	0	2
11725	Eplontersen Sodium	0	1
11972	Dexamethasone, Indometacin, Oleandomycin	0	1
363	Naproxen Sodium	0	69
1662	Desonide	0	7
6602	Passiflora Incarnata D3, Hyoscyamus Niger C5, Myristica Fragrans C4, Datura Stramonium C5	0	1
6849	Gentamicin Sulfate, Indometacin	0	1
7096	Butizide, Potassium Canrenoate	0	1
7343	Lactobacillus Helveticus, Lactic Acid Bacteria: Lactobacillus Rhamnosus + Lactobacillus Helveticus	0	1
7590	Lofepramine	0	1
7837	Neomycin, Polymyxin B Sulfate, Dexamethasone	0	1
8084	Amitriptyline Hydrochloride, Perphenazine	0	5
8331	Pressed Juice From Fresh Millefolii Herba (1 : 0.65 - 0.85)	0	1
8578	Penicillium Chrysogenum E Volumine Cellulae (Lyophil., Steril.) D5	0	2
8825	Pelargonium Roots Tincture (1: 8-10), Extraction Solvent: Ethanol 15% (V / V)	0	8
9072	Pseudoephedrine Hydrochloride, Paracetamol, Dextromethorphan Hydrobromide Monohydrate	0	1
9319	Hexachlorophene, Sodium Sulfosalicylate Samarate	0	1
9566	Betula Alba Pollen Extract	0	2
9813	Bryonia Cretica Ferm 33b Dil. D5, Tartarus Stibiatus Dil. D7 Aquos. (Hab, Vs. 5b), Vivianit Dil. D7, Pulmo Bovis Gl Dil. D16 (Hab, Vs. 41a)	0	1
10060	Arnica Montana E Floribus W 5% (Hab, Vs. 12g Mit Nativem Olivenöl), Arctium Lappa E Radice W 5% (Hab, Vs. 12g Mit Raffiniertem Erdnussöl), Betula Pendula/Pubescens E Foliis W 5% (Hab, Vs. 12g Mit Nativem Olivenöl), Urtica Dioica Ex Herba W 5% (Hab, Vs. 12	0	1
10307	Isatuximab	0	1
10554	Framycetin Sulfate, Naphazoline Nitrate, Prednisolone Acetate	0	1
10801	Calcium Iodatum D3, Euspongia Officinalis D2, Fucus Vesiculosus D3	0	1
11048	Thuja Occidentalis E Summitatibus La 20% (Hab, Vs. 12c)	0	1
11295	Liquid Extract From Thyme (Der 1:1), Extraction Solvent: Water - Ethanol 96% - Glycerol 85% (18:6:1)	0	1
11542	Dimenhydrinate, Nicotinic Acid, Pyridoxine Hydrochloride	0	2
11789	Epinephrine, Lidocaine	0	1
12036	Colchicum Autumnale Dil. D3, Kalium Iodatum Dil. D4, Gnaphalium Polycephalum Dil. D2, Rhododendron Dil. D2, Rhus Toxicodendron Dil. D4	0	1
427	Lanolin	0	2
1726	Sepia Officinalis Dil. D 6, Sulfur Dil. D 12, Belladonna Dil. D6, Pulsatilla D6, Strychnos Ignatii D6, Lachesis Dil. D12, Sanguinaria Canadensis Dil. D4, Acidum Sulfuricum Dil. D4	0	1
6666	Foeniculum Vulgare, Thyme, Plantaginis Lanceolatae Folium, Liquorice Root	0	2
6913	Imlunestrant	0	1
7160	Adonis Vernalis D4, Convallaria Majalis Dil. D4, Crataegus Mother Tincture, Spigelia Anthelmia Dil. D4	0	1
7407	Distillate (1 : 12) From Peppermint Leaf, Aniseed, Lavender Flower, Bitter Fennel Fruit, Sage Leaf, Wormwood, Centaury, Elecampane Rhizome (8,33 : 5 : 5 : 3,33 : 1,67 : 1,67 : 1,67 : 1), Distillation Agent: Ethanol 34 % (V/V)	0	1
7654	Dry Extract From Ivy Leaf (6,0-7,0:1), Extraction Solvent: Ethanol 40% (M/M)	0	1
7901	Liquid Extract (1:1) From Lemon Balm, Hawthorn Leaf And Flower, Lime Flower And Matricaria Flower (2/2/2/1,5)	0	1
8148	Flurazepam Hydrochloride	0	1
8395	Inosine Pranobex, Zinc Gluconate	0	3
8642	Darolutamide	0	1
8889	Odronextamab	0	1
9136	Cuprum Metallicum Dil. D6, Spigelia Dil. D4, Crataegus Dil. D2, Cactus Dil. D6	0	1
9383	Piperacillin Sodium, Tazobactam Sodium, Piperacillin, Tazobactam, Piperacillin Monohydrate	0	1
9630	Mutton Meat	0	1
9877	Chamomilla Vulgaris 9ch, Hyoscyamus Niger C9, Passiflora Incarnata D3, Stramonium C9, Gelsemium Sempervirens C9, Kalium Bromatum C9	0	3
10124	Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Lactate	0	1
10371	Chlorhexidine Dihydrochloride, Ascorbic Acid	0	1
10618	Calcium, Lactic Acid, Magnesium, Potassium, Sodium, Chloride Ion	0	2
10865	Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 1 Conjugated To Protein D (Derived From Non-Typeable Haemophilus Influenzae) Carrier Protein Adsorbed On Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 7f Conjugated To Protein D (Derive	0	1
11112	Dolutegravir	0	1
11359	Dry Extract From Goldenrod (4-7:1), Extraction Solvent: Water	0	1
11606	Ergotamine Tartrate, Aminophenazone, Caffeine	0	1
11853	Ibritumomab Tiuxetan	0	1
491	Fesoterodine	0	17
1255	Ezetimibe, Rosuvastatin Calcium	0	54
1749	Orthosiphon Leaves Dry Extract (5-7: 1) Extraction Solvent: Water, Dry Extract Of Goldenrod (4-7:1), Ononis Spinosa Dry Extract	0	2
1996	Piperazine Hydrate Bp	0	1
2243	Bacitracin, Retinol	0	1
2490	Berberis Vulgaris E Fructibus Ferm 33c Dil. D3 (Hab, Vs. 33c), Nicotiana Tabacum E Foliis Ferm 33b Dil. D9 (Hab, Vs. 33b), Pulsatilla Vulgaris E Floribus Ferm 33c Dil. D5 (Hab, Vs. 33c)	0	1
761	Letrozole	0	183
3757	Ciprofloxacin Hydrochloride, Hydrocortisone	0	2
1319	Aminophylline Hydrate	0	5
1813	Diclofenac Potassium	0	55
2060	Hydrocortisone Acetate, Polymyxin B Sulfate, Oxytetracycline	0	4
2307	Bromhexine Hydrochloride, Sulfamethoxazole, Trimethoprim	0	1
84	Extract Of Fresh Birch Mistletoe Herb	0	2
2554	Betacarotene, Sodium Ascorbate, Sodium Selenite, Alphatocopherol Acetate, Zinc Pidolate	0	1
825	Prunus Dulcis (764)	0	2
3821	Anhydrous Caffeine, Paracetamol Dc, Paracetamol Ph. Eur.	0	1
1383	Menthol, Peppermint Oil, Cinnamon Oil, Citronella Oil, Clove Oil, Lavender Oil, Lemon Oil	0	1
1877	Tincture From Arnica Montana, Extraction Solvent: Ethanol 61% V/V	0	1
2124	Phenytoin Sodium	0	29
2371	Benzalkonium Chloride Solution, Hexylresorcinol	0	9
148	Acebutolol	0	7
2618	Caraway Fruit, Fennel, Bitter, Matricariae Flos, Pimpinella Anisum	0	2
889	Aluminium Hydroxide, Rye Pollen Allergoid, Chemically Modified, Orchard Grass Pollen Allergoid, Chemically Modified, Meadow Fescue Pollen Allergoid, Chemically Modified, Kentucky Blue Grass Pollen Allergoid, Chemically Modified, Velvet Grass Pollen Allerg	0	1
3885	Dopamine Hydrochloride	0	32
1447	Atorvastatin Calcium, Ezetimibe	0	8
1941	Carteolol Hydrochloride	0	20
2188	Tretinoin	0	10
2435	Bendamustine Hydrochloride Monohydrate	0	3
212	D,l-Lysine Acetylsalicylate	0	8
2682	Cuprum Arsenicosum D12, Calcarea Phosphorica D6, Magnesium Phosphoricum D6, Natrium Chloratum D6, Ferrum Phosphoricum D12, Natrium Sulfuricum D6	0	1
953	Staphisagria D12, Matricaria Recutita D12, Valeriana D6, Kalium Phosphoricum D6	0	1
3949	Paracetamol Bp, Dihydrocodeine Tartrate Bp	0	3
4466	Olea Europaea Pollen, Depigmented Polymerized Extract	0	1
4713	Arnica Montana E Planta Tota Ferm 33c Dil. D1 (Hab, Vs. 33c), Argentum Metallicum Dil. D18 Aquos., Disci Intervertebrales Cervicales, Thoracici Et Lumbales Bovis Gl Dil. D3 (Hab, Vs. 41b), Formica Rufa Ex Animale Toto Gl Dil. D3 (Hab, Vs. 41c), Viscum Alb	0	1
4960	Arsenicum Album D30, Magnesium Phosphoricum D8, Gnaphalium Polycephalum D6, Citrullus Colocynthis D6, Aconitum Napellus D6	0	1
5207	Oak Pollen	0	1
4530	Urapidil	0	37
4777	Methadone Hydrochloride	0	66
5024	Grindelia Robusta Dil. D3, Cetraria Islandica Dil. D 3, Solanum Dulcamara Dil. D 4, Aralia Racemosa Dil. D2, Sanguinaria Canadensis Dil. D3, Inula Helenium Dil. D3, Psychotria Ipecacuanha Dil. D4, Drosera Dil. D2	0	2
5271	Citrus Sinensis (603), Sodium Bromide, Thyme Tincture	0	1
4594	Calcium Chloride, Magnesium Chloride Hexahydrate, Sodium Chloride, Glucose Monohydrate, Sodium Lactate	0	1
4841	Doxycycline (Anhydrous)	0	6
5088	Coffea Arabica Trit. D6, Veratrum Album Trit. D6, Reserpinum Trit. D6, Passiflora Incarnata Mother Tincture, Gelsemium Trit. D4	0	1
5335	Cilastatin, Imipenem	0	31
4658	Liquid Extract (1:5) From St. John’s Wort, Chamomile Flower, Peppermint Leaf, Rhubarb Root, Rose Fruit, Fennel Fruit, Coriander Fruit, Extraction Solvent: Ethanol 70% (V/V)	0	1
4905	Kalmia Latifolia D6, Selenicereus Grandiflorus D6, Urginea Maritima D6, Phosphorus D6, Crataegus D6, Digitalis Purpurea D6, Kalium Carbonicum D6, Spigelia Anthelmia D6, Strophanthus Gratus D6	0	1
5152	Tincture From Fresh Echinacea Purpurea Herb (1:12-13), Extraction Solvent: Ethanol 65% (V/V), Tincture From Fresh Echinacea Purpurea Root (1:11-12), Extraction Solvent: Ethanol 65% (V/V), Tincture Extract From Fresh Sage Leaf (1:17-18), Extraction Solvent	0	3
5399	Epiphysis Bovis Gl Dil. D5 (Hab, Vs. 41a)	0	1
1330	Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Acetic Acid, Glacial, Glycine, Tryptophan, Glucose Monohydrate, Lysine Acetate	0	1
1824	Argentum Metallicum Dil. D19 Aquos., Quarz Dil. D29 Aquos.	0	2
2071	Tolnaftate Bp, Benzalkonium Chloride Solution Bp	0	1
2318	Arctium Lappa Root, Cryoground	0	1
95	Echinacea Dil. D2, Gelsemium Sempervirens Dil. D4, Ammi Visnaga Dil. D 2, Blatta Orientalis Urt., Cetraria Islandica Dil. D 3, Datura Stramonium Dil. D 4, Euspongia Officinalis Dil. D 3, Natrium Sulfuricum Dil. D 4, Selenicereus Grandiflorus Dil. D 1, Mat	0	1
2565	Betula Pendula E Cortice, Decoctum Dil. D3 (Hab, Vs. 23a), Filipendula Ulmaria Ferm 34c Dil. D2, Galenit Dil. D6	0	1
836	Phleum Pratense (225), Aluminium	0	2
3832	Simeticone, Potassium Chloride, Sodium Chloride, Sodium Citrate, Citric Acid Anhydrous, Macrogol 4000, Sodium Sulphate	0	1
1394	Amoxicillin Trihydrate, Amoxicillin, Clavulanic Acid, Potassium Clavulanate	0	1
1888	Arnica Montana Dil. D20	0	1
2135	Moclobemide	0	12
2382	Cassia Angustifolia Vahl. (Polvo De Hojas)	0	1
159	Ethinylestradiol	0	3
2629	Natrium Sulfuricum D12	0	1
900	Plantago Lanceolata, Aluminium Hydroxide	0	1
3896	Clotiazepam	0	4
1458	Testosterone	0	14
1952	Sulfur D6, Cartilago Suis D6, Coenzym A D8, Embryo Totalis Suis D6, Acidum Thiocticum D8, Arnica Montana D4, Funiculus Umbilicalis Suis D6, Nadidum D8, Natrium Diethyloxalaceticum D8, Placenta Totalis Suis D6, Sanguinaria Canadensis D4, Solanum Dulcamara 	0	4
2199	Ciclopirox	0	48
2446	Menthol, Methyl Salicylate	0	6
223	Anhydrous Zoledronic Acid	0	5
2693	Gelsemium Sempervirens Dil. D4, Cyclamen Purpurascens Dil. D 6, Iris Vesicolor Dil. D 2, Pulsatilla Pratensis Dil. D 10, Spigelia Anthelmia Dil. D4	0	1
964	Prednisolone, Salicylic Acid	0	3
4477	Lidocaine Hydrochloride Monohydrate, Methylprednisolone Acetate	0	6
4724	Vitex Agnus-Castus Fruit Dry Extract, Extraction Solvent Ethanol 60%	0	3
4971	Euspongia Officinalis D6, Corallium Rubrum D12, Atropa Bella-Donna D4, Bryonia D4, Cuprum Aceticum D12, Dactylopius Coccus D6, Psychotria Ipecacuanha D6, Drosera D4, Sticta Dil. D4	0	1
5218	Sebetralstat	0	1
4541	Devil's Claw Extract	0	7
4788	Fluocortolone Pivalate, Lidocaine Hydrochloride	0	3
5035	Estrogens Conjugated, Bazedoxifene	0	1
5282	Dectaflur, Olaflur, Sodium Fluoride, Aminofluoride	0	1
4605	Magnesium Citrate	0	13
4852	Dry Extract From Artichoke Leaf (Der 25-35: 1), Extraction Solvent: Water	0	1
5099	Thymus Herb Liquid Extract	0	1
5346	Iloprost Trometamol	0	10
4669	Dihydrocodeine Tartrate Bp	0	3
4916	Vespa Crabro Dil. D12, Lachesis D30, Lycopodium Clavatum D30, Palladium Metallicum D12	0	1
5163	Shark-Liver Oil	0	1
5410	Epoprostenol Sodium	0	4
3983	Ephedrine Laevulinate, Silver Protein	0	1
4230	Curcuma Longa Rhizoma Dry Extract (Der 13-25:1), Extraction Solvent: Ethanol 96 % (V/V)	0	1
1051	Plantago Lanceolata	0	19
5497	Phospholipids From Soya Beans	0	7
5744	Ascorbic Acid, Paracetamol, Caffeine	0	1
5991	Liquid Extract (1 : 10.6-13.0) Of Artichoke Leaf, Gentian Root, Turmeric Root, Dandelion Herb With Root, Ginger, Yarrow Herb, Bitter Fennel, Matricaria Flower, Bitter-Orange Epicarp And Mesocarp, Blessed Thistle, Bogbean Leaf, Cardamom, Wormwood (41.5 : 1	0	1
6238	Glycine, Acetylsalicylic Acid	0	2
557	A/Turkey/Turkey/1/05 (H5n1)-Like Strain (Nibrg-23)	0	2
2780	Dry Extract From Black Cohosh Rhizome And Root, Equivalent To 25 Mg - 40 Mg Of Black Cohosh Rhizome And Root, Extraction Solvent: Ethanol 75% (V/V)	0	5
3027	Pheneticillin	0	1
3274	Tetracaine Hydrochloride, Chlorhexidine Acetate, Lysozyme Hydrochloride	0	1
3521	Sennoside B	0	7
4047	Benzoin, Storax, Aloe	0	1
4294	Liothyronine	0	1
1115	Rabbit Epithelia	0	16
5561	Epinephrine, Lidocaine Hydrochloride	0	38
5808	B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Austria/1359417/2021-Like Strain (B/Austria/1359417/2021, Bvr-26), A/Victoria/4897/2022 (H1n1)pdm09-Like Strain (A/Victoria/4897/2022, Ivr-238), Influenza Virus A/Thailand/8/	0	1
6055	Gefitinib	0	37
6302	Auszug Aus Keuschlammfrüchten (7,9-8,8:1) Auszugsmittel Ethanol 60% (V/V)	0	1
621	Dextromethorphan Hydrobromide, Pseudoephedrine Hydrochloride, Ascorbic Acid, Paracetamol	0	6
2844	Medronate Tetrasodium	0	2
3091	Liraglutide	0	37
3338	Latrodectus Mactans D4, Kalmia D2, Strophanthus D4, Convallaria Majalis Dil. D4, Crataegus Mother Tincture	0	1
3585	Memantine Hydrochloride, Donepezil Hydrochloride Monohydrate	0	1
4111	Nadolol	0	3
4358	Trastuzumab	0	10
3649	Ethanol, Chlorhexidine Digluconate (20% Solution)	0	1
1179	Cod	0	7
5625	Cassia Angustifolia Vahl. (Polvo De Hojas), Cassia Angustifolia Vahl. (Polvo De Frutos), Fucus Vesiculosus L. (Talos)	0	1
5872	Fucus Vesiculosus Dil. D6	0	1
6119	Paracetamol Ph. Eur., Ibuprofen Sodium Dihydrate	0	1
6366	Harpagophytum Procumbens Root Extract	0	1
685	Allantoin	0	1
2908	Lapatinib	0	10
3155	Magnesium Chloride Hexahydrate, Calcium Chloride Dihydrate	0	3
3402	Lactobacillus Acidophilus	0	2
4175	Kalium Carbonicum Dil. D2, Spigelia Anthelmia D1, Crataegus Dil. D2	0	1
4422	Glycine, Magnesium Chloride Hexahydrate, Potassium Chloride, Calcium Chloride Dihydrate, L-Lysine Acetate, Glucose Monohydrate, Sodium Acetate Trihydrate, Sodium Glycerophosphate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionin	0	4
1513	Cyanocobalamin	0	77
6453	Procaine Hydrochloride, Levomenthol, Camphor, Racemic, Ephedrine Hydrochloride, Aetheroleum Millefoli	0	1
6700	Hydroxychloroquine Sulphate Bp	0	2
6947	Soya Oil, Purified	0	3
7194	Tebentafusp	0	1
7441	Guaifenesin, Paracetamol	0	1
7688	Arginine Hydrochloride, Lysine Hydrochloride	0	1
7935	Menthol, Squill Tincture, Liquiritiae Extractum Fluidum	0	1
8182	Hydrastis Canadensis D4, Veratrum Album D4, Atropa Bella-Donna D10, Ceanothus Americanus D4, Argentum Nitricum D6, Colibacillinum Nosode D28, Kreosotum D10, Lachesis D10, Mandragora E Radice Siccata D10, Marsdenia Cundurango D6, Mucosa Coli Suis D8, Mucos	0	1
8429	Asa Foetida D4, Valeriana Officinalis D4, Convallaria Majalis D6, Lycopus Virginicus D4	0	1
8676	China Rubra D 4, Ipeca D 4, Nux Vomica D3, Pulsatilla Pratensis D4, Robinia Pseudoacacia D3, Acidum Arsenicosum D6, Bryonia D4, Sulfur D4	0	1
8923	Mannitol, Sorbitol (E420)	0	1
9170	Pemigatinib	0	1
9417	Ascorbic Acid, Sodium Ascorbate, Potassium Chloride, Sodium Chloride, Macrogol 3350	0	4
9664	Tiliae Flos, Marshmallow Root, Rose Fruit, Wild Thyme, Plantaginis Lanceolatae Folium, Liquorice Root	0	1
9911	Ipecacuanha Liquid Extract, Standardised, Honey, Syrup Bp, Lemon Oil Bp, Glycerin Bp, Citric Acid Monohydrate Bp	0	1
10158	Rye Grain	0	1
10405	Benzocaine, Dodeclonium Bromide, Enoxolone, Esculin Sesquihydrate	0	1
10652	Cuprum Sulfuricum D4, Passiflora Incarnata D3, Atropinum D8, Ammonium Bromatum D4, Chamomilla D3, Gelsemium Sempervirens D4, Aconitum Napellus D4, Agaricus Muscarius D3, Citrullus Colocynthis D4, Magnesium Phosphoricum D6, Veratrum Album D6	0	1
10899	Human Fibrinogen, Human Thrombin	0	2
11146	Hepar Sulfuris Trit. D 3, Atropinum Sulfuricum Trit. D5, Kalium Bichromicum Trit. D4, Silicea Trit. D2, Hydrargyrum Biiodatum Trit. D8	0	2
11393	Bacillus Subtilis E Volumine Ex Muris Cellulae (Lyophil., Steril.) D6	0	1
11640	Viscum Album Pini Ex Herba Recente Col. D30	0	1
11887	Betulae Folium, Equisetum Stem, Lovage Root, Taraxaci Herba, Solidaginis Virgaureae Herba, Phaseoli Pericarpium, Taraxacum Officinale Root	0	1
278	Chlorhexidine Gluconate	0	90
1577	Iris Trit. D3, Gelsemium Trit. D4, Cyclamen Trit. D4, Paris Quadrifolia Trit. D4	0	1
6517	Dry Extract Of Valerian Root (4.5-6:1), Extraction Solvent: Ethanol 60% V/V	0	1
6764	Buffered Phosphate Solution	0	3
7011	Isoniazid Bp	0	1
7258	Gelsemium Sempervirens Dil. D4, Cyclamen Purpurascens Dil. D 3, Nitroglycerinum Dil D5, Paris Quadrifolia D2, Melilotus Officinalis Dil. D3	0	1
7505	Anhydrous Lidocaine Hydrochloride	0	11
7752	Magnesium Oxide, Heavy, Magnesium Citrate Dibasic	0	5
7999	Acidum L(+)-Lacticum Dil. D15, Influencinum Nosode Dil. D30, Gelsemium Sempervirens D4, Veratrum Album D4, Aconitum Napellus D4, Ferrum Phosphoricum D8, Luffa Operculata D12, Gentiana Lutea D1	0	1
8246	Naftidrofuryl Hydrogen Oxalate Ph.Eur.	0	1
8493	Echinacea Dil. D 1, Equisetum Arvense (Hab 34) Urt., Lytta Vesicatoria Dil. D 4, Atropa Bella-Donna D4, Serenoa Repens Ø, Thuja Occidentalis Dil. D2	0	1
8740	Paraffin, Light Liquid, Paraffin White Soft	0	2
8987	Lumasiran	0	1
9234	Pethidine Hydrochloride Bp	0	1
9481	Macrogol 400	0	1
9728	Paracetamol Bp, Diphenhydramine Hydrochloride Bp, Anhydrous Caffeine, Codeine Phosphate Bp	0	1
9975	Rimantadine Hydrochloride	0	3
10222	Rupatadine Fumarate	0	4
10469	Simeticone, Magnesium Hydroxide, Aluminium Hydroxide-Magnesium Carbonate Co-Dried Gel	0	1
10716	Staphylococcus-Nosode Dil. D200, Staphylococcus-Nosode Dil. D12, Staphylococcus-Nosode Dil. D30	0	1
10963	Stannous Oxide, 3,3-Diphosphono-1,2-Propanedicarboxylic Acid, Tetrasodium Salt (Dpd)	0	1
11210	Mercurius Solubilis Hahnemanni D8, Belladonna D4, Bellis Perennis D2, Chamomilla D3, Echinacea D2, Hypericum Perforatum D2, Achillea Millefolium D3, Calendula Officinalis D2, Aconitum Napellus D3, Arnica Montana D2, Hamamelis Virginiana D2, Hepar Sulfuris	0	1
11457	Taurine, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Cysteine, L-Aspartic Acid, L-Phenylalanine, Lysine Monohydrate, L-Glutamic Acid, L-Alanine, L-Cystine	0	1
11704	Glucarpidase	0	1
11951	Dry Extract From Green Tea Leaves (45-56:1), Extraction Solvent: Water	0	1
342	Ascorbic Acid, Betacarotene, Biotin, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Phytomenadione, Pyridoxine, Riboflavin, Rutoside, Thiamine, Zinc, Calcium, Chromium, Copper, Iodine, Iron, Magnesium, Manganese, Pantothenic Acid, Phosphorus, S	0	1
1641	Apis Mellifica Dil. D30	0	1
6581	Chondroitin Polysulfate	0	4
6828	Transfer Factor, Porcine	0	1
7075	Allantoin, Povidone, Iodinated	0	1
7322	Tramadol	0	5
7569	Lysozyme Hydrochloride	0	1
7816	Peloid Aqueous Extract	0	3
8063	Meldonium	0	2
8310	Sucrose	0	1
8557	Clopamide, Reserpine, Dihydroergocristine Mesilate	0	1
8804	Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Aspartic Acid, Glutamic Acid, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Tryptophan, Magnesium Chloride Hexahydrate, Potas	0	2
9051	Panthenol	0	1
9298	Causticum Hahnemanni Dil. D20, Cuprum Metallicum Dil. D 8, Zincum Metallicum Dil. D10	0	1
9545	Carum Carvi, Gentiana Lutea Ø, Chelidonium Majus Dil. D7, Citrullus Colocynthis Dil. D7, Atropa Bella-Donna D4, Fel Tauri D4, Matricaria Recutita Mother Tincture	0	1
9792	Pseudomonas Aeruginosa Immunotype 1 Antigens, Pseudomonas Aeruginosa Immunotype 2 Antigens, Pseudomonas Aeruginosa Immunotype 3 Antigens, Pseudomonas Aeruginosa Immunotype 4 Antigens, Pseudomonas Aeruginosa Immunotype 5 Antigens, Pseudomonas Aeruginosa Im	0	1
10039	Zidovudine	0	9
10286	Pizotifen Malate Bp	0	1
10533	Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Triglycerides, Medium Chain, Tryptophan, Potassium Chloride, Glucose M	0	1
10780	Melissa Leaf, Menthae Piperitae Folium, Valerianae Radix, Lavandula Angustifolia Flower	0	1
11027	Corpus Pineale Suis D8, Glandula Suprarenalis Suis D10, Thalamus Opticus Suis D8, Viscum Album D10	0	1
11274	Wool Alcohols	0	2
11521	Atropa Bella-Donna Dil. D1, Artemisia Absinthium Ø, China Mother Tincture, Anacardium Mother Tincture, Lycopodium Clavatum Mother Tincture, Nux Vomica Mother Tincture	0	1
11768	Trypsin, Amylase, Chymotrypsin, Lipase, Papain, Pancreas Powder, Bromelains, Rutoside Trihydrate	0	1
12015	Heparin Sodium, Benzocaine, Dexpanthenol, Troxerutin	0	1
406	Copper Gluconate, Manganese Gluconate, Potassium Iodide, Sodium Selenite, Zinc Gluconate	0	5
1705	Galphimia Glauca Dil. D6, Apis Mellifica Dil. D5, Schoenocaulon Officinale Dil. D6, Luffa Operculata Dil. D4, Rhus Toxicodendron Dil. D6	0	1
6645	Insulin Lispro	0	21
6892	Eucalyptus Globulus Dil. D2, Schoenocaulon Officinale Dil. D3, Phosphorus Dil. D4, Aconitum Napellus Dil. D3, Eupatorium Perfoliatum Dil. D2, Bryonia Dil. D2	0	1
7139	Chamomile Flower Extract (1: 4.0-4.5) Extracting Solvent: Ethanol 38.5% (M / M)	0	1
7386	Levisticum Officinale E Radice Ferm 33c Dil. D5 (Hab, Vs. 33c), Larynx Bovis Gl Dil. D5 (Hab, Vs. 41b), Nervus Laryngeus Recurrens Bovis Gl Dil. D5 (Hab, Vs. 41a), Nervus Laryngeus Superior Bovis Gl Dil. D5 (Hab, Vs. 41a), Nervus Vagus Bovis Gl Dil. D5 (H	0	1
7633	Nitrogen, Oxygen	0	2
7880	Megestrol	0	1
8127	Fluphenazine Hydrochloride	0	1
8374	Nonivamide, Essential Oil Of Turpentine Kind "pinus Pinaster", Camphor, Eucalyptus Oil	0	1
8621	Silicea D12, Prunus Laurocerasus D4, Secale Cornutum D4, Aesculus Hippocastanum D3, Calcium Fluoratum D12, Strophanthus Gratus D4	0	1
8868	Phenoxymethylpenicillin Benzathine Lecithinated	0	1
9115	Passiflora Incarnata Mother Tincture	0	1
9362	Poliovirus (Inactivated) Type 3 (Saukett Strain), Poliovirus (Inactivated) Type 2 (Mef-1 Strain), Algeldrate, Poliovirus Type 1, Inactivated, Strain Brunhilde	0	1
9609	Betula, Beech, Oak, Plane Pollen	0	2
9856	Liquid Extract (1:1) Of Tussilago Farfara Leaf, Elder Flower, Lime Flower, Willow Bark (25:30:30:15), Extraction Solvent: Ethanol 60% (V/V)	0	1
