KEN_id,Description,Base_cost,AverageStay,Additional_daily_cost
Υ03Μα,Επεμβάσεις νεφρού. ουρητήρα και μεγάλες επεμβάσεις ουροδόχου κύστης για νεοπλασία με καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές,6431,15,428.7333333
Υ03Μβ,Επεμβάσεις νεφρού. ουρητήρα και μεγάλες επεμβάσεις ουροδόχου κύστης για νεοπλασία με σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,4426,9,491.7777778
Υ03Χ,Επεμβάσεις νεφρού. ουρητήρα και μεγάλες επεμβάσεις ουροδόχου κύστης για νεοπλασία χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,2992,5,598.4
Υ04Μ,Επεμβάσεις νεφρού. ουρητήρα και μεγάλες επεμβάσεις ουροδόχου κύστης για μη-νεοπλασία με καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές,4355,15,290.3333333
Υ04Χα,Επεμβάσεις νεφρού. ουρητήρα και μεγάλες επεμβάσεις ουροδόχου κύστης για μη-νεοπλασία με σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,2361,7,337.2857143
Υ04Χβ,Επεμβάσεις νεφρού. ουρητήρα και μεγάλες επεμβάσεις ουροδόχου κύστης για μη-νεοπλασία χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1605,3,535
Υ05Μ,Διουρηθρική προστατεκτομή με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,2848,11,258.9090909
Υ05Χ,Διουρηθρική προστατεκτομή χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1000,3,333.3333333
Υ06Μ,Μικρές επεμβάσεις Ουροδοχου κυστεως με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,2381,9,264.5555556
Υ06Χ,Μικρές επεμβάσεις Ουροδοχου κυστεως χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,808,2,404
Υ07Μ,Διουρηθρικές επεμβάσεις εκτός προστατεκτομικές με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1218,5,243.6
Υ07Χ,Διουρηθρικές επεμβάσεις εκτός προστατεκτομικές χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,680,1,680
Υ08Μ,Επεμβάσεις ουρήθρας με συνυπάρχουσες παθήσεις – επιπλοκές,1271,5,254.2
Υ08Χ,Επεμβάσεις ουρήθρας χωρίς συνυπάρχουσες παθήσεις – επιπλοκές,631,2,315.5
Υ09Μ,Άλλες επεμβάσεις για δυσλειτουργία νεφρού και ουροποιητικού συστήματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,4729,17,278.1764706
Υ09Χα,Άλλες επεμβάσεις για δυσλειτουργία νεφρού και ουροποιητικού συστήματος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1919,4,479.75
Υ09Χβ,Άλλες επεμβάσεις στα νεφρά και το ουροποιητικό σύστημα χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1035,2,517.5
Υ20Α,Ουρηθροσκόπηση,767,2,383.5
Υ21Α,Ουρηθροσκόπηση σε μία ημέρα,231,1,231
Υ22Α,Εξωσωματική λιθοτριψία για λίθους του ουροποιητικού,482,1,482
Υ20Μα,Νεφρική ανεπάρκεια με καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές,2934,12,244.5
Υ20Μβ,Νεφρική ανεπάρκεια με σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1300,6,216.6666667
Υ20Χ,Νεφρική ανεπάρκεια χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,584,3,194.6666667
Υ21Α,Αιμοκάθαρση,136,1,136
Υ22Μ,Νεοπλάσματα νεφρού και ουροποιητικού με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1471,7,210.1428571
Υ22Χ,Νεοπλάσματα νεφρού και ουροποιητικού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,545,2,272.5
Υ23Μ,Λοιμώξεις νεφρού και ουροποιητικού με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1564,8,195.5
Υ23Χ,Λοιμώξεις νεφρού και ουροποιητικού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,560,3,186.6666667
Υ24Α,Λιθίαση ουροποιητικού και απόφραξη,389,2,194.5
Υ25Μ,Συμπτώματα και σημεία των νεφρών και του ουροποιητικού συστήματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1128,6,188
Υ25Χ,Συμπτώματα και σημεία των νεφρών και του ουροποιητικού συστήματος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,405,2,202.5
Υ26Α,Στενώματα ουρήθρας,440,2,220
Υ27Μ,Λοιπές διαγνώσεις των νεφρών και του ουροποιητικού συστήματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1673,7,239
Υ27Χ,Λοιπές διαγνώσεις των νεφρών και του ουροποιητικού συστήματος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,358,2,179
Υ28Α,Περιτοναϊκή κάθαρση,296,1,296
Β01Μ,Μείζονες ανδρικές πυελικές επεμβάσεις με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,3553,8,444.125
Β01Χ,Μείζονες ανδρικές πυελικές επεμβάσεις χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,2892,4,723
Β02Μ,Διουρηθρική προστατεκτομή με καταστροφικές ή σοβαρές συνυπάρχουσες επιπλοκές,1719,7,245.5714286
Β02Χ,Διουρηθρική προστατεκτομή χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες επιπλοκές,1007,3,335.6666667
Β03Α,Επεμβάσεις Πέους,771,2,385.5
Β04Α,Επεμβάσεις όρχεων,652,1,652
Β05Α,Περιτομή,458,1,458
Β06Μ,Λοιπές χειρουργικές επεμβάσεις αντρικού αναπαραγωγικού συστήματος με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1930,6,321.6666667
Β06Χ,Λοιπές χειρουργικές επεμβάσεις αντρικού αναπαραγωγικού συστήματος χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1659,2,829.5
Β10Α,Κυστεοσκόπηση. την ίδια ημέρα,220,1,220
Β20Μ,Κακοήθεια του αντρικού αναπαραγωγικού συστήματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1323,7,189
Β20Χ,Κακοήθεια του αντρικού αναπαραγωγικού συστήματος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,413,2,206.5
Β21Α,Καλοήθης υπερτροφία προστάτη,459,2,229.5
Β22Α,Φλεγμονή του αντρικού αναπαραγωγικού συστήματος,545,3,181.6666667
Β23Α,Αντρική στείρωση,316,1,316
Β24Α,Άλλη διάγνωση αντρικού αναπαραγωγικού συστήματος,296,1,296
Γ01Α,Πυελική εξπλάχνιση και ριζική βουλβεκτομή,2964,8,370.5
Γ04Μ,Υστερεκτομή για μη κακοήθεια με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2062,5,412.4
Γ04Χ,Υστερεκτομή για μη κακοήθεια χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1525,3,508.3333333
Γ05Μ,Χειρουργική αφαίρεση ωοθηκών και σαλπίγγων για μη κακοήθεια με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2147,6,357.8333333
Γ05Χ,Χειρουργική αφαίρεση ωοθηκών και σαλπίγγων για μη κακοήθεια χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1374,2,687
Γ06Μ,Επανορθωτική επέμβαση γυναικείου αναπαραγωγικού συστήματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1649,4,412.25
Γ06Χ,Επανορθωτική επέμβαση γυναικείου αναπαραγωγικού συστήματος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1264,2,632
Γ07Α,Λοιπές επεμβάσεις μήτρας και εξαρτημάτων για μη κακοήθεια,742,1,742
Γ08Α,Ενδοσκοπικές και λαπαροσκοπικές Επεμβάσεις στο γυναικείο αναπαραγωγικό σύστημα,719,1,719
Γ09Α,Επεμβάσεις αΐδιου. τραχήλου και κόλπου,418,2,209
Γ10Α,Διαγνωστική υστεροσκόπηση απόξεση,425,1,425
Γ11Α,Άλλες επεμβάσεις στο γυναικείο αναπαραγωγικό σύστημα,729,3,243
Γ12Μ,Επέμβαση για κακοήθεια μήτρας και δευτερευόντων οργάνων με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,3576,9,397.3333333
Γ12Χ,Επέμβαση για κακοήθεια μήτρας και δευτερευόντων οργάνων χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1963,4,490.75
Γ20Μ,Κακοήθεια γυναικείου αναπαραγωγικού συστήματος με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1969,9,218.7777778
Γ20Χ,Κακοήθεια γυναικείου αναπαραγωγικού συστήματος χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,755,3,251.6666667
Γ21Α,Λοιμώξεις του γυναικείου αναπαραγωγικού συστήματος,475,2,237.5
Γ22Α,Διαταραχές εμμήνου ρύσεως και άλλες διαταραχές του γυναικείου αναπαραγωγικού συστήματος,257,1,257
Λ01Μ,Τοκετός με καισαρική τομή με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2171,7,310.1428571
Λ01Χ,Τοκετός με καισαρική τομή χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1541,4,385.25
Λ02Μ,Κολπικός τοκετός με παρέμβαση στο χειρουργείο με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1743,4,435.75
Λ02Χ,Κολπικός τοκετός με επέμβαση στο χειρουργείο χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1175,3,391.6666667
Λ03Μ,Έκτοπη κύηση με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1249,3,416.3333333
Λ03Χ,Έκτοπη κύηση χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,886,2,443
Λ04Μ,Επέμβαση στο χειρουργείο μετά τον τοκετό ή μετά την άμβλωση με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1807,5,361.4
Λ04Χ,Επέμβαση σο χειρουργείο μετά τον τοκετό ή μετά την άμβλωση χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,571,2,285.5
Λ05Α,Άμβλωση με χειρουργική επέμβαση,334,1,334
Λ20Α,Κολπικός τοκετός,872,3,290.6666667
Λ21Α,Μετά τοκετός άμβλωση χωρίς χειρουργική επέμβαση,420,2,210
Λ23Α,Άμβλωση χωρίς επέμβαση στο χειρουργείο,265,1,265
Λ24Α,Αποβολή,288,2,144
Λ26Α,Προγεννητική και άλλη μαιευτική εισαγωγή,257,2,128.5
Τ01Α,Νεογνά που κατέληξαν ή διακομίστηκαν σε <5 ημέρες από την εισαγωγή με σημαντικές χειρουργικές επεμβάσεις,1381,1,1381
Τ02Α,Καρδιοθωρακική / αγγειοχειρουργική επέμβαση σε νεογνά,20279,23,881.6956522
Τ03Α,Σημαντική χειρουργική επέμβαση σε νεογνά με βάρος εισαγωγής 1000-1499 gr,16846,48,350.9583333
Τ04Α,Σημαντική χειρουργική επέμβαση σε νεογνά με βάρος εισαγωγής 1500 1999 gr,11997,34,352.8529412
Τ05Α,Σημαντική χειρουργική επέμβαση σε νεογνά με βάρος εισαγωγής 2000-2499 gr,10357,27,383.5925926
Τ06Μ,Σημαντική χειρουργική επέμβαση σε νεογνά με βάρος εισαγωγής >2499 gr με πολλαπλά σοβαρά προβλήματα,15128,30,504.2666667
Τ06Χ,Σημαντική χειρουργική επέμβαση σε νεογνά με βάρος εισαγωγής >2499 gr χωρίς πολλαπλά σοβαρά προβλήματα,5062,13,389.3846154
Τ20Μ,Νεογνά που κατέληξαν ή διακομίστηκαν σε <5 ημέρες από την εισαγωγή χωρίς σημαντική χειρουργική επέμβαση. νεογέννητα,244,2,122
Τ20Χ,Νεογνά που κατέληξαν ή διακομίστηκαν σε <5 ημέρες από την εισαγωγή χωρίς σημαντική χειρουργική επέμβαση εκτός νεογέννητων,512,2,256
Τ21Α,Νεογνά με βάρος εισαγωγής <750 gr,41579,73,569.5753425
Τ22Α,Νεογνά με βάρος εισαγωγής 750-999 gr,30725,65,472.6923077
Τ23Α,Νεογνά με βάρος εισαγωγής 1000-1249 gr χωρίς σημαντική χειρουργική επέμβαση,7359,25,294.36
Τ24Α,Νεογνά με βάρος εισαγωγής 1250 -1499 gr χωρίς σημαντική χειρουργική επέμβαση,5818,26,223.7692308
Τ25Μα,Νεογνά με βάρος εισαγωγής 1500 - 1999 gr χωρίς σημαντική χειρουργική επέμβαση με πολλαπλά μείζονα προβλήματα,5872,24,244.6666667
Τ25Μβ,Νεογνά με βάρος εισαγωγής 1500 - 1999 gr χωρίς σημαντική χειρουργική επέμβαση με σημαντικά προβλήματα,4145,20,207.25
Τ25Μγ,Νεογνά με βάρος εισαγωγής 1500 - 1999 gr χωρίς σημαντική χειρουργική επέμβαση με άλλα προβλήματα,3158,18,175.4444444
Τ25Χ,Νεογνά με βάρος εισαγωγής 1500 - 1999 gr χωρίς σημαντική χειρουργική επέμβαση χωρίς προβλήματα,2646,15,176.4
Τ26Μα,Νεογνά με βάρος εισαγωγής 2000 - 2499 gr χωρίς σημαντική χειρουργική επέμβαση με πολλαπλά προβλήματα,3719,15,247.9333333
Τ26Μβ,Νεογνά με βάρος εισαγωγής 2000 - 2499 gr χωρίς σημαντική χειρουργική επέμβαση σημαντικά προβλήματα,2346,12,195.5
Τ26Μγ,Νεογνά με βάρος εισαγωγής 2000 - 2499 gr χωρίς σημαντική χειρουργική επέμβαση με λοιπά προβλήματα,1644,11,149.4545455
Τ26Χ,Νεογνά με βάρος εισαγωγής 2000 - 2499 gr χωρίς σημαντική χειρουργική επέμβαση χωρίς προβλήματα,716,5,143.2
Τ27Μα,Νεογνά με βάρος εισαγωγής >2499 gr χωρίς σημαντική χειρουργική επέμβαση πολλαπλά μείζονα προβλήματα,3076,12,256.3333333
Τ27Μβ,Νεογνά με βάρος εισαγωγής >2499 gr χωρίς σημαντική χειρουργική επέμβαση σημαντικά προβλήματα,1294,7,184.8571429
Τ27Μγ,Νεογνά με βάρος εισαγωγής >2499 gr χωρίς σημαντική χειρουργική επέμβαση λοιπά προβλήματα,918,5,183.6
Τ27Χ,Νεογνά με βάρος εισαγωγής >2499 gr χωρίς σημαντική χειρουργική επέμβαση χωρίς προβλήματα,428,3,142.6666667
Ξ01Α,Σπληνεκτομή,3476,7,496.5714286
Ξ02Μ,Λοιπές χειρουργικές επεμβάσεις αίματος και αιμοποιητικών οργάνων με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,4655,13,358.0769231
Ξ02Χ,Λοιπές χειρουργικές επεμβάσεις αίματος και αιμοποιητικών οργάνων χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,781,2,390.5
Ξ20Μ,Δυσλειτουργίες δικτυοενδοθηλιακού και ανοσοποιητικού με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1945,7,277.8571429
Ξ20Χα,Δυσλειτουργίες δικτυοενδοθηλιακού και ανοσοποιητικού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές με κακοήθεια,786,3,262
Ξ20Χβ,Δυσλειτουργίες δικτυοενδοθηλιακού και ανοσοποιητικού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές χωρίς κακοήθεια,257,1,257
Ξ21Μ,Δυσλειτουργίες ερυθρόκυττάρων με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1136,6,189.3333333
Ξ21Χ,Δυσλειτουργίες ερυθρόκυττάρων χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,315,1,315
Ξ22Α,Διαταραχές πήξεως αίματος,514,3,171.3333333
Σ01Μ,Λέμφωμα και λευχαιμία με μείζονες χειρουργικες επεμβάσεις με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,8558,23,372.0869565
Σ01Χ,Λέμφωμα και λευχαιμία με μείζονες χειρουργικές Επεμβάσεις χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2236,6,372.6666667
Σ02Μ,Άλλες νεοπλαστικές δυσλειτουργίες με μείζονες χειρουργικές επεμβάσεις με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,5777,18,320.9444444
Σ02Χα,Άλλες νεοπλαστικές δυσλειτουργίες με μείζονες χειρουργικές επεμβάσεις με σοβαρές ή μεσαίου μεγέθους συνυπάρχουσες παθήσεις - επιπλοκές,3109,8,388.625
Σ02Χβ,Άλλες νεοπλαστικές δυσλειτουργίες με μείζονες χειρουργικές επεμβάσεις χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,2056,5,411.2
Σ03Μ,Λέμφωμα και λευχαιμία με άλλες χειρουργικές επεμβάσεις με μείζονες χειρουργικές επεμβάσεις με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,6097,20,304.85
Σ03Χ,Λέμφωμα και λευχαιμία με άλλες χειρουργικές επεμβάσεις χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1099,3,366.3333333
Σ04Μ,Λοιπές νεοπλαστικές διαταραχές με χειρουργικές επεμβάσεις με συνυπάρχουσες παθήσεις - επιπλοκές,1694,7,242
Σ04Χ,Λοιπές νεοπλαστικές διαταραχές με χειρουργικές επεμβάσεις χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,966,2,483
Σ20Μ,Οξεία λευχαιμία με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,7435,17,437.3529412
Σ20Χ,Οξεία λευχαιμία χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,988,3,329.3333333
Σ21Μ,Λέμφωμα και μη-οξεία λευχαιμία με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,3782,14,270.1428571
Σ21Χ,Λέμφωμα και μη-οξεία λευχαιμία χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1886,5,377.2
Σ21Α,Λέμφωμα και μη-οξεία λευχαιμία. την ίδια ημέρα,294,1,294
Σ22Μ,Λοιπές νεοπλαστικές παθήσεις με συνυπάρχουσες παθήσεις - επιπλοκές,1253,6,208.8333333
Σ22Χ,Λοιπές νεοπλαστικές παθήσεις χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,638,2,319
Ρ01Α,Σύνδρομο επίκτητης ανοσολογικής ανεπάρκειας (HIV). ίδια μέρα,443,1,443
Ρ05Μα,Ασθένειες σχετιζόμενες με το HIV με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,8110,20,405.5
Ρ05Μβ,Ασθένειες σχετιζόμενες με το HIV με σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,3050,9,338.8888889
Ρ05Χ,Ασθένειες σχετιζόμενες με το HIV χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2140,6,356.6666667
Ρ10Μα,Επεμβάσεις για λοιμώδεις και παρασιτικές ασθένειες με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,7118,24,296.5833333
Ρ10Μβ,Επεμβάσεις για λοιμώδεις και παρασιτικές ασθένειες με σοβαρές ή μεσαίου μεγέθους συνυπάρχουσες παθήσεις - επιπλοκές,2688,12,224
Ρ10Χ,Επεμβάσεις για λοιμώδεις και παρασιτικές ασθένειες χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,1473,7,210.4285714
Ρ20Α,Λοιμώδεις και παρασιτικές ασθενείς με μηχανική υποστήριξη αναπνοής,6023,11,547.5454545
Ρ20Μ,Σηψαιμία με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,2514,11,228.5454545
Ρ20Χ,Σηψαιμία χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1261,6,210.1666667
Ρ21Μ,Μετεγχειρητικές και μετεπεμβατικές λοιμώξεις με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1556,8,194.5
Ρ21Χ,Μετεγχειρητικές και μετεπεμβατικές λοιμώξεις χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,778,4,194.5
Ρ22Μ,Εμπύρετο αγνώστου προελεύσεως με συνυπάρχουσες παθήσεις – επιπλοκές,1105,5,221
Ρ22Χ,Εμπύρετο αγνώστου προελεύσεως χωρίς συνυπάρχουσες παθήσεις – επιπλοκές,444,2,222
Ρ23Α,Ιογενής λοιμώξεις,428,2,214
Ρ24Μα,Λοιπές λοιμώξεις και παρασιτικά νοσήματα με καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές,3773,14,269.5
Ρ24Μβ,Λοιπές λοιμώξεις και παρασιτικά νοσήματα με μέτριου βαθμού συνυπάρχουσες παθήσεις – επιπλοκές,1401,6,233.5
Ρ24Χ,Λοιπές λοιμώξεις και παρασιτικά νοσήματα χωρίς συνυπάρχουσες παθήσεις – επιπλοκές,623,3,207.6666667
Χ20Α,Θεραπεία διανοητικών διαταραχών με ηλεκτροσπασμοθεραπεία. ιδια μερα,148,1,148
Χ40Α,Θεραπεία διανοητικών διαταραχών χωρίς ηλεκτροσπασμοθεραπεία. ιδια μερα,140,1,140
Χ41Α,Σχιζοφρένεια,3066,21,146
Χ42Μ,Παράνοια και οξεία ψυχωτική διαταραχή με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές ή με νομικό καθεστώς ψυχικής υγείας,3268,15,217.8666667
Χ42Χ,Παράνοια και οξεία ψυχωτική διαταραχή με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές ή χωρίς νομικό καθεστώς ψυχικής υγείας,1331,8,166.375
Χ43Α,Μείζονες συναισθηματικές διαταραχές,2568,14,183.4285714
Χ44Α,Άλλες συναισθηματικές διαταραχές και διαταραχές μετατροπής,1152,7,164.5714286
Χ45Α,Αγχώδεις διαταραχές,965,4,241.25
Χ46Α,Ψυχαναγκαστικές διαταραχές και διαταραχές διατροφής,4171,20,208.55
Χ47Α,Διαταραχή προσωπικότητας και οξείες αντιδράσεις,1214,6,202.3333333
Χ48Α,Διανοητικές δυσλειτουργίες παιδικής ηλικίας,3261,10,326.1
Ι20Α,Αλκοολική δηλητηρίαση και σύνδρομο στέρησης,366,2,183
Ι21Α,Δηλητηρίαση-τοξικότητα από χρήση ναρκωτικών και σύνδρομο στέρησης,1089,5,217.8
Ι22Μ,Δυσλειτουργία από χρήση αλκοόλ και εξάρτηση,910,6,151.6666667
Ι22Χ,Δυσλειτουργία από χρήση αλκοόλ και εξάρτηση. της ίδιας μέρας,366,1,366
Ι23Α,Δυσλειτουργία από χρήση απιοειδών και εξάρτηση,576,5,115.2
Ι24Α,Δυσλειτουργία από χρήση άλλων ναρκωτικών και εξάρτηση,599,4,149.75
Φ01Α,Μηχανικός αερισμός αναπνοής ή κρανιακές επεμβάσεις για πολλαπλά μείζονα τραύματα,12204,21,581.1428571
Φ02Μ,Επεμβάσεις ισχίου. μηριαίου και άκρων για πολλαπλά μείζονα τραύματα. συμπεριλαμβανομένης εμφύτευσης με καταστροφικές σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,9426,22,428.4545455
Φ02Χ,Επεμβάσεις ισχίου. μηριαίου και άκρων για πολλαπλά μείζονα τραύματα. συμπεριλαμβανομένης εμφύτευσης χωρίς καταστροφικές σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,8412,15,560.8
Φ03Α,Επεμβάσεις κοιλιακής χώρας για πολλαπλά μείζονα τραύματα,5386,13,414.3076923
Φ04Μ,Λοιπές χειρουργικές επεμβάσεις για πολλαπλό τραύμα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,8798,22,399.9090909
Φ04Χ,Λοιπές χειρουργικές επεμβάσεις για πολλαπλό τραύμα χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,5558,11,505.2727273
Φ10Α,Πολυτραυματίας. νεκρός ή διακομισθής σε άλλη μονάδα θεραπείας κάτω από 5 ημέρες,1472,1,1472
Φ11Μ,Πολυτραυματίας χωρίς σημαντικές επεμβάσεις με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,3657,15,243.8
Φ11Χ,Πολυτραυματίας χωρίς σημαντικές επεμβάσεις και χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1883,7,269
Φ22Μ,Μικροχειρουργική μεταφορά ιστών ή δερματικό μόσχευμα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις- επιπλοκές για τραυματισμούς άκρας χειρός,2357,5,471.4
Φ22Χ,Δερματικό μόσχευμα για τραύματα του χεριού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,827,2,413.5
Φ24Μ,Λοιπές επεμβάσεις για τραύματα κάτω άκρων με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2785,11,253.1818182
Φ24Χ,Λοιπές επεμβάσεις για τραύματα κάτω άκρων χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,934,2,467
Φ25Μ,Άλλες επεμβάσεις για τραύματα χεριών με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις ή επιπλοκές,1256,4,314
Φ25Χ,Άλλες επεμβάσεις για τραύματα χεριών χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,700,1,700
Φ26Μ,Άλλες επεμβάσεις για άλλους τραυματισμούς με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2460,9,273.3333333
Φ26Χ,Άλλες επεμβάσεις για άλλους τραυματισμούς χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,828,2,414
Φ27Μ,Δερματικό μόσχευμα για τραυματισμούς εκτός από μικροχειρουργική μεταφορά ιστών χεριού με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,3631,17,213.5882353
Φ27Χ,Δερματικό μόσχευμα για τραυματισμούς εκτός από μικροχειρουργική μεταφορά ιστών χεριού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1479,6,246.5
Φ40Α,Τραύματα. δηλητηριάσεις και τοξικές επιδράσεις από φάρμακα με μηχανική υποστήριξη αναπνοής,3649,7,521.2857143
Φ60Μ,Τραύματα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1144,7,163.4285714
