MedicalProcedure_id,Name,Category,Duration,Cost
I201169,ΣΥΝΘΕΣΗ ΨΥΧΟΤΡΟΠΩΝ ΟΥΣΙΩΝ ΓΙΑ ΨΥΧΙΑΤΡΙΚΟΥΣ ΔΙΑΓΝΩΣΤΙΚΟΥΣ ΚΑΙ ΘΕΡΑΠΕΥΤΙΚΟΥΣ ΣΚΟΠΟΥΣ (Π.Χ.  ΕΡΕΥΝΑ ΝΑΤΡΙΟΥΧΟΥ ΑΜΟΒΑΡΒΙΤΑΛΗΣ),ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201179,ΗΛΕΚΤΡΟΣΠΑΣΜΩΔΙΚΗ ΘΕΡΑΠΕΙΑ,ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201189,ΑΤΟΜΙΚΗ ΨΥΧΟΦΥΣΙΟΛΟΓΙΚΗ ΘΕΡΑΠΕΙΑ ΜΕ ΕΚΠΑΙΔΕΥΣΗ ΣΤΗ ΒΙΟΑΝΑΤΡΟΦΟΔΟΤΗΣΗ,ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201191,ΑΝΕΝΕΡΓΟΣ,ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201199,ΥΠΝΟΘΕΡΑΠΕΙΑ,ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201203,"ΠΕΡΙΒΑΛΛΟΝΤΙΚΗ ΠΑΡΕΜΒΑΣΗ ΓΙΑ ΣΚΟΠΟΥΣ ΙΑΤΡΙΚΗΣ ΔΙΑΧΕΙΡΙΣΗΣ ΓΙΑ ΛΟΓΑΡΙΑΣΜΟ ΕΝΟΣ ΨΥΧΙΑΤΡΙΚΟΥ ΑΣΘΕΝΟΥΣ ΣΕ ΣΥΝΕΡΓΑΣΙΑ ΜΕ ΥΠΗΡΕΣΙΕΣ, ΕΡΓΟΔΟΤΕΣ Ή ΙΔΡΥΜΑΤΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201209,"ΨΥΧΙΑΤΡΙΚΗ ΑΞΙΟΛΟΓΗΣΗ ΝΟΣΟΚΟΜΕΙΑΚΩΝ ΑΡΧΕΙΩΝ, ΑΛΛΩΝ ΨΥΧΙΑΤΡΙΚΩΝ ΑΝΑΦΟΡΩΝ,  ΨΥΧΟΜΕΤΡΙΚΟ ΤΕΣΤ ΚΑΙ/Ή ΤΕΣΤ ΠΡΟΣΩΠΙΚΟΤΗΤΑΣ, ΚΑΙ ΑΛΛΑ ΣΥΓΚΕΝΤΡΩΜΕΝΑ ΣΤΟΙΧΕΙΑ ΓΙΑ  ΙΑΤΡΙΚΟΥΣ ΔΙΑΓΝΩΣΤΙΚΟΥΣ ΣΚΟΠΟΥΣ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201213,"ΕΡΜΗΝΕΙΑ Ή ΕΞΗΓΗΣΗ ΨΥΧΙΑΤΡΙΚΩΝ ΑΠΟΤΕΛΕΣΜΑΤΩΝ, ΑΛΛΩΝ ΙΑΤΡΙΚΩΝ  ΕΞΕΤΑΣΕΩΝ ΚΑΙ ΜΕΘΟΔΩΝ, Ή ΑΛΛΩΝ ΣΥΓΚΕΝΤΡΩΜΕΝΩΝ ΣΤΟΙΧΕΙΩΝ ΣΤΗΝ ΟΙΚΟΓΕΝΕΙΑ Ή ΣΕ ΑΛΛΑ ΥΠΕΥΘΥΝΑ ΑΤΟΜΑ, Ή ΣΥΜΒΟΥΛΕΣ ΓΙΑ ΤΟ ΠΩΣ ΝΑ ΒΟΗΘΗΣΟΥΝ ΤΟΝ ΑΣΘΕΝΗ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201217,"ΠΡΟΕΤΟΙΜΑΣΙΑ ΑΝΑΦΟΡΑΣ ΓΙΑ ΤΗΝ ΨΥΧΙΑΤΡΙΚΗ ΚΑΤΑΣΤΑΣΗ ΤΟΥ ΑΣΘΕΝΗ, ΤΟ ΙΣΤΟΡΙΚΟ,  ΤΗ ΘΕΡΑΠΕΙΑ Ή ΤΗΝ ΠΡΟΟΔΟ ΤΟΥ (ΟΧΙ ΜΕ ΝΟΜΙΚΟ Ή ΣΥΜΒΟΥΛΕΥΤΙΚΟ ΣΚΟΠΟ) ΓΙΑ ΑΛΛΟΥΣ ΙΑΤΡΟΥΣ, ΥΠΗΡΕΣΙΕΣ Ή ΑΣΦΑΛΙΣΤΙΚΟΥΣ ΦΟΡΕΙΣ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201237,ΜΗ ΚΑΤΕΓΕΓΡΑΜΜΕΝΗ ΨΥΧΙΑΤΡΙΚΗ ΥΠΗΡΕΣΙΑ Ή ΜΕΘΟΔΟΣ,ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201241,ΕΚΠΑΙΔΕΥΣΗ ΣΤΗ ΒΙΟΑΝΑΤΡΟΦΟΔΟΤΗΣΗ.,ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201261,"ΕΚΠΑΙΔΕΥΣΗ ΣΤΗ ΒΙΟΑΝΑΤΡΟΦΟΔΟΤΗΣΗ, ΜΥΕΣ ΠΕΡΙΝΕΟΥ, ΟΡΘΟΠΡΩΚΤΙΚΟΣ Ή ΟΥΡΗΘΡΙΚΟΣ ΣΦΙΓΚΤΗΡΑΣ, ΠΕΡΙΛΑΜΒΑΝΕΙ ΗΛΕΚΤΡΟΜΥΟΓΡΑΦΙΑ ΚΑΙ/Ή ΜΑΝΟΜΕΤΡΙΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201309,ΔΙΑΔΙΚΑΣΙΑ ΑΙΜΟΚΑΘΑΡΣΗΣ ΜΕ ΜΙΑ ΑΞΙΟΛΟΓΗΣΗ ΙΑΤΡΟΥ,ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201313,ΔΙΑΔΙΚΑΣΙΑ ΑΙΜΟΚΑΘΑΡΣΗΣ ΠΟΥ ΑΠΑΙΤΕΙ ΕΠΑΝΕΙΛΗΜΜΕΝΗ(ΕΣ) ΑΞΙΟΛΟΓΗΣH(ΕΙΣ) ΜΕ Ή ΧΩΡΙΣ  ΟΥΣΙΑΣΤΙΚΗ ΑΝΑΘΕΩΡΗΣΗ ΤΗΣ ΣΥΝΤΑΓΗΣ ΑΙΜΟΚΑΘΑΡΣΗΣ,ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201319,ΜΕΛΕΤΗ ΕΠΑΡΚΕΙΑΣ ΤΗΣ ΑΙΜΟΚΑΘΑΡΣΗΣ ΓΙΑ ΤΟΝ ΚΑΘΟΡΙΣΜΟ ΑΙΜΑΤΙΚΗΣ ΡΟΗΣ ΣΕ ΜΟΣΧΕΥΜΑΤΑ ΚΑΙ ΑΡΤΗΡΙΟΦΛΕΒΙΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ-ΦΙΣΤΟΥΛΕΣ ΜΕ ΜΕΘΟΔΟ ΕΝΟΣ ΔΕΙΚΤΗ ΜΕΤΡΗΣΗΣ,ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201329,"ΔΙΑΔΙΚΑΣΙΑ ΚΑΘΑΡΣΗΣ ΕΚΤΟΣ ΤΗΣ ΑΙΜΟΚΑΘΑΡΣΗΣ (Π.Χ. ΠΕΡΙΤΟΝΑΪΚΗ ΑΙΜΟΚΑΘΑΡΣΗ,  ΑΙΜΟΔΙΗΘΗΣΗ, ON LINE ΑΙΜΟΔΙΗΘΗΣΗ Ή ΑΛΛΕΣ ΣΥΝΕΧΕΙΣ ΘΕΡΑΠΕΙΕΣ ΥΠΟΚΑΤΑΣΤΑΣΗΣ ΤΟΥ ΝΕΦΡΟΥ), ΜΕ ΜΙΑ ΑΞΙΟΛΟΓΗΣΗ ΙΑΤΡΟΥ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201333,"ΔΙΑΔΙΚΑΣΙΑ ΚΑΘΑΡΣΗΣ ΕΚΤΟΣ ΤΗΣ ΑΙΜΟΚΑΘΑΡΣΗΣ (Π.Χ. ΠΕΡΙΤΟΝΑΪΚΗ ΑΙΜΟΚΑΘΑΡΣΗ,  ΑΙΜΟΔΙΗΘΗΣΗ, ON LINE ΑΙΜΟΔΙΗΘΗΣΗ  Ή ΑΛΛΕΣ ΣΥΝΕΧΕΙΣ ΘΕΡΑΠΕΙΕΣ ΥΠΟΚΑΤΑΣΤΑΣΗΣ ΤΟΥ ΝΕΦΡΟΥ) ΠΟΥ ΑΠΑΙΤΟΥΝ ΕΠΑΝΕΙΛΗΜΜΕΝΗ(ΕΣ) ΑΞΙΟΛΟΓΗΣH(ΕΙΣ) ΜΕ Ή ΧΩΡΙΣ ΟΥΣΙΑΣΤΙΚΗ ΑΝΑΘΕΩΡΗΣΗ ΤΗΣ ΣΥΝΤΑΓΗΣ ΑΙΜΟΚΑΘΑΡΣΗΣ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201341,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ ΚΑΤΩ ΤΩΝ 2 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ  ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ  ΓΟΝΕΩΝ, ΜΕ 4 Ή ΠΕΡΙΣΣΟΤΕΡΕΣ ΠΡΟΣΩΠΙΚΕΣ ΕΠΙΣΚΕΨΕΙΣ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201343,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ ΚΑΤΩ ΤΩΝ 2 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ  ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ  ΓΟΝΕΩΝ, ΜΕ 2-3 ΠΡΟΣΩΠΙΚΕΣ ΕΠΙΣΚΕΨΕΙΣ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201345,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ ΚΑΤΩ ΤΩΝ 2 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ  ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ  ΓΟΝΕΩΝ, ΜΕ 1 ΠΡΟΣΩΠΙΚΗ ΕΠΙΣΚΕΨΗ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201347,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ 2-11 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΟΝΕΩΝ, ΜΕ 4 Ή ΠΕΡΙΣΣΟΤΕΡΕΣ ΠΡΟΣΩΠΙΚΕΣ ΕΠΙΣΚΕΨΕΙΣ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201349,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ ΚΑΤΩ ΤΩΝ 2 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΟΝΕΩΝ, ΜΕ 2-3 ΠΡΟΣΩΠΙΚΕΣ ΕΠΙΣΚΕΨΕΙΣ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201351,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ 2-11 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΟΝΕΩΝ, ΜΕ 1 ΠΡΟΣΩΠΙΚΗ ΕΠΙΣΚΕΨΗ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201353,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ 12-19 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΟΝΕΩΝ, ΜΕ 4 Ή ΠΕΡΙΣΣΟΤΕΡΕΣ ΠΡΟΣΩΠΙΚΕΣ ΕΠΙΣΚΕΨΕΙΣ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201355,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ 2-11 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΟΝΕΩΝ, ΜΕ 2-3 ΠΡΟΣΩΠΙΚΕΣ ΕΠΙΣΚΕΨΕΙΣ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201357,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ 12-19 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΟΝΕΩΝ, ΜΕ 1 ΠΡΟΣΩΠΙΚΗ ΕΠΙΣΚΕΨΗ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201359,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ 20 ΕΤΩΝ ΚΑΙ ΑΝΩ, ΜΕ 4 Ή ΠΕΡΙΣΣΟΤΕΡΕΣ ΠΡΟΣΩΠΙΚΕΣ ΕΠΙΣΚΕΨΕΙΣ ΙΑΤΡΟΥ  ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201361,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ 20 ΕΤΩΝ ΚΑΙ ΑΝΩ, ΜΕ 2-3 ΠΡΟΣΩΠΙΚΕΣ ΕΠΙΣΚΕΨΕΙΣ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201363,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΜΗΝΙΑΙΩΣ, ΓΙΑ ΑΣΘΕΝΕΙΣ 20 ΕΤΩΝ ΚΑΙ ΑΝΩ, ΜΕ1 ΠΡΟΣΩΠΙΚΗ ΕΠΙΣΚΕΨΗ ΙΑΤΡΟΥ ΑΝΑ ΜΗΝΑ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201365,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΓΙΑ ΚΑΤ' ΟΙΚΟΝ ΑΙΜΟΚΑΘΑΡΣΗ ΑΝΑ ΟΛΟΚΛΗΡΟ ΜΗΝΑ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ ΚΑΤΩ ΤΩΝ 2 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ  ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ ΤΗΝ ΕΠΑΡΚΕΙΑ ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ,  ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΟΝΕΩΝ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
I201367,"ΤΕΛΙΚΟΥ ΣΤΑΔΙΟΥ ΝΕΦΡΙΚΗ ΝΟΣΟΣ (ESRD) ΣΧΕΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΓΙΑ ΚΑΤ' ΟΙΚΟΝ ΑΙΜΟΚΑΘΑΡΣΗ ΑΝΑ ΟΛΟΚΛΗΡΟ ΜΗΝΑ, ΓΙΑ ΑΣΘΕΝΕΙΣ ΗΛΙΚΙΑΣ 2-11 ΕΤΩΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΓΙΑ  ΤΗΝ ΕΠΑΡΚΕΙΑ ΔΙΑΤΡΟΦΗΣ, ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΠΤΥΞΗΣ, ΚΑΙ  ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΟΝΕΩΝ",ΣΤ. ΠΡΑΞΕΙΣ ΙΑΤΡΙΚΗΣ ΕΚΤΙΜΗΣΗΣ ΚΑΙ ΑΛΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ,\N,\N
